ID,Tipo,Color,Material,Agregado,Cantidad,Precio Unitario,Precio Total,Fecha
6844,Archivador de Chapas Individuales,Blanco,Melamina,Sin agregado,2,1400,2800,2024-02-12
6845,Estante de puertas corredizas,Rojo,Metal,Sin puertas,9,1750,15750,2024-04-08
6846,Gabetero de 3 cajas,Blanco,Melamina,Con cerradura,9,1250,11250,2024-04-24
6847,Gabetero de 2 cajas con chapa adicional,Blanco,Metal,De oficina,9,980,8820,2024-01-11
6848,Casillero de 9 puertas,Gris,Melamina,Sin chapa,10,1850,18500,2024-02-26
6849,Silla de espera,Negro,Metal,Sin brazos,4,950,3800,2024-03-24
6850,Estante mostrador,Negro,Metal,De pie,9,520,4680,2024-04-26
6851,Casillero de 1 cuerpo y 4 puertas,Blanco,Melamina,Con espejo,7,980,6860,2024-02-19
6852,Gabetero con chapa independiente,Rojo,Metal,Sin cerradura,10,1750,17500,2024-01-14
6853,Casillero de 12 puertas,Azul,Melamina,Sin espejo,9,2200,19800,2024-04-21
6854,Casillero de 15 puertas,Azul,Metal,Con espejo,1,2290,2290,2024-04-14
6855,Casillero de 2 puertas,Rojo,Metal,Sin chapa,8,980,7840,2024-04-02
6856,Góndolas para supermercados,Azul,Melamina,Sin agregado,1,1580,1580,2024-03-15
6857,Casillero de 9 puertas,Rojo,Metal,Sin espejo,8,1850,14800,2024-04-27
6858,Estante mostrador,Negro,Metal,Con puertas,9,520,4680,2024-01-26
6859,Mesa de trabajo,Blanco,Melamina,Con cajones,2,1500,3000,2024-03-08
6860,Casillero de 20 puertas,Azul,Melamina,Con espejo,10,2800,28000,2024-02-10
6861,Casillero de 1 cuerpo y tres puertas,Negro,Metal,Con espejo,8,950,7600,2024-02-02
6862,Casillero de 15 puertas,Blanco,Metal,Con espejo,5,2290,11450,2024-05-05
6863,Estante Archivador,Negro,Melamina,Con puertas,2,1250,2500,2024-02-29
6864,Gabetero de 2 cajas con chapa adicional,Gris,Metal,De oficina,7,980,6860,2024-02-14
6865,Estante Archivador,Blanco,Metal,De pie,10,1250,12500,2024-02-08
6866,Gabetero de 2 cajas con chapa adicional,Negro,Metal,Con cerradura,8,980,7840,2024-01-31
6867,Mesa de instrumentación,Azul,Metal,Sin cajones,3,650,1950,2024-05-02
6868,Casillero de dos puertas,Azul,Melamina,Sin espejo,3,1850,5550,2024-02-25
6869,Silla estática,Gris,Metal,No acolchonada,7,140,980,2024-02-25
6870,Estante para farmacia de dos cuerpos,Gris,Metal,De pared,10,3550,35500,2024-03-09
6871,Casillero de 1 cuerpo y 4 puertas,Rojo,Metal,Sin chapa,10,980,9800,2024-01-28
6872,Casillero de 1 cuerpo y 4 puertas,Azul,Melamina,Sin chapa,6,980,5880,2024-04-24
6873,Gabetero de 3 cajas,Gris,Metal,De hogar,10,1250,12500,2024-04-03
6874,Silla de espera,Negro,Melamina,Sin brazos,8,950,7600,2024-01-16
6875,Casillero de 15 puertas,Rojo,Metal,Sin espejo,9,2290,20610,2024-02-27
6876,Silla giratoria,Azul,Melamina,Con brazos,7,990,6930,2024-04-08
6877,Estante para farmacia,Negro,Melamina,Sin puertas,10,3500,35000,2024-05-09
6878,Pedestal porta sueros,Rojo,Metal,Sin agregado,2,410,820,2024-04-09
6879,Estante para farmacia,Blanco,Metal,De pie,9,3500,31500,2024-01-18
6880,Silla giratoria,Blanco,Melamina,Con brazos,10,990,9900,2024-01-16
6881,Estante Archivador,Gris,Melamina,Sin puertas,10,1250,12500,2024-02-26
6882,Gabetero de 2 cajas con chapa adicional,Rojo,Metal,De hogar,6,980,5880,2024-02-06
6883,Mesa de instrumentación,Rojo,Melamina,Cuadrada,2,650,1300,2024-04-02
6884,Camilla de ginecología,Rojo,Melamina,Fija,2,1850,3700,2024-02-28
6885,Casillero de dos puertas,Rojo,Melamina,Sin espejo,6,1850,11100,2024-04-30
6886,Silla de peluquería,Blanco,Melamina,No acolchonada,6,210,1260,2024-03-10
6887,Estante para farmacia,Rojo,Melamina,Sin puertas,8,3500,28000,2024-01-31
6888,Gabetero de 2 cajas con chapa adicional,Azul,Metal,Sin cerradura,7,980,6860,2024-04-11
6889,Archivador de Chapas Individuales,Negro,Melamina,Sin agregado,3,1400,4200,2024-04-21
6890,Estante mostrador,Rojo,Melamina,De pie,10,520,5200,2024-02-11
6891,Estante Archivador,Gris,Melamina,Con puertas,4,1250,5000,2024-04-07
6892,Silla mesedora,Negro,Melamina,Acolchonada,10,500,5000,2024-02-15
6893,Silla giratoria,Gris,Melamina,Sin brazos,8,990,7920,2024-03-03
6894,Gabetero de 5 cajas,Negro,Melamina,De hogar,9,1600,14400,2024-04-18
6895,Vitrina de puertas corredizas,Gris,Metal,De vidrio,1,1900,1900,2024-04-22
6896,Gabetero de 3 cajas,Gris,Metal,De hogar,10,1250,12500,2024-03-14
6897,Estante Archivador,Blanco,Metal,De pie,10,1250,12500,2024-01-21
6898,Estanteria tipo vitrin,Rojo,Melamina,De pie,6,650,3900,2024-04-23
6899,Archivador de Chapas Individuales,Blanco,Melamina,Sin agregado,3,1400,4200,2024-05-20
6900,Gabetero de 3 cajas,Azul,Melamina,Con cerradura,9,1250,11250,2024-03-01
6901,Gabetero de 2 cajas con chapa adicional,Blanco,Metal,De oficina,6,980,5880,2024-02-15
6902,Estanteria tipo vitrin,Azul,Metal,De pie,6,650,3900,2024-03-04
6903,Casillero de cuatro puertas,Gris,Metal,Sin espejo,7,1550,10850,2024-04-15
6904,Armario de dos cuerpos,Rojo,Metal,Metálico,3,1850,5550,2024-04-07
6905,Estante de puertas corredizas,Blanco,Melamina,De pared,9,1750,15750,2024-01-11
6906,Silla de espera,Rojo,Metal,No acolchonada,8,950,7600,2024-04-09
6907,Silla de espera,Azul,Melamina,Acolchonada,6,950,5700,2024-01-14
6908,Gabetero de 2 cajas sin chapa,Negro,Metal,Con cerradura,7,830,5810,2024-02-21
6909,Silla estática,Blanco,Melamina,Acolchonada,7,140,980,2024-03-13
6910,Gabetero de 2 cajas con chapa adicional,Blanco,Melamina,De hogar,7,980,6860,2024-03-05
6911,Silla estática,Blanco,Metal,No acolchonada,7,140,980,2024-04-16
6912,Gabetero de 2 cajas con chapa adicional,Blanco,Melamina,Con cerradura,10,980,9800,2024-01-17
6913,Casillero de 1 cuerpo y 1 puerta,Azul,Metal,Con espejo,7,900,6300,2024-03-21
6914,Casillero de 1 cuerpo y tres puertas,Gris,Melamina,Con espejo,7,950,6650,2024-05-30
6915,Silla estática con brazo,Negro,Melamina,Sin brazos,7,320,2240,2024-05-20
6916,Estanteria tipo vitrin,Azul,Melamina,De pared,8,650,5200,2024-05-29
6917,Silla mesedora,Rojo,Metal,Sin brazos,5,500,2500,2024-02-04
6918,Gabetero de 5 cajas,Gris,Melamina,Sin cerradura,10,1600,16000,2024-03-02
6919,Gabetero con chapa independiente,Gris,Metal,De oficina,6,1750,10500,2024-04-29
6920,Casillero de cuatro puertas,Rojo,Metal,Con espejo,8,1550,12400,2024-03-03
6921,Silla giratoria,Azul,Metal,Acolchonada,10,990,9900,2024-04-23
6922,Estanteria tipo vitrin,Blanco,Metal,De pie,10,650,6500,2024-03-26
6923,Archivador de Chapas Individuales,Azul,Metal,Sin agregado,3,1400,4200,2024-02-27
6924,Casillero de 15 puertas,Azul,Metal,Con chapa,9,2290,20610,2024-05-30
6925,Vitrina para farmacia,Negro,Melamina,Sin iluminación,3,1100,3300,2024-05-05
6926,Estante Archivador,Rojo,Metal,De pie,9,1250,11250,2024-04-04
6927,Casillero de 9 puertas,Rojo,Metal,Con chapa,6,1850,11100,2024-04-11
6928,Casillero de dos puertas,Blanco,Melamina,Con espejo,10,1850,18500,2024-03-08
6929,Gabetero de 5 cajas,Gris,Melamina,Sin cerradura,8,1600,12800,2024-05-07
6930,Gabetero de 5 cajas,Negro,Melamina,Sin cerradura,9,1600,14400,2024-05-05
6931,Estante para farmacia de dos cuerpos,Negro,Metal,De pie,8,3550,28400,2024-04-30
6932,Casillero de 9 puertas,Negro,Melamina,Sin chapa,9,1850,16650,2024-02-29
6933,Silla de espera,Blanco,Metal,No acolchonada,4,950,3800,2024-04-14
6934,Casillero de dos puertas,Rojo,Melamina,Con espejo,6,1850,11100,2024-03-01
6935,Estante Archivador,Rojo,Metal,De pie,6,1250,7500,2024-04-24
6936,Gabetero de 2 cajas con chapa adicional,Negro,Metal,Sin cerradura,7,980,6860,2024-03-16
6937,Silla giratoria,Negro,Metal,No acolchonada,7,990,6930,2024-01-20
6938,Mesa de trabajo,Gris,Metal,Cuadrada,3,1500,4500,2024-01-17
6939,Estante para farmacia de dos cuerpos,Negro,Metal,Con puertas,10,3550,35500,2024-02-03
6940,Gabetero de 2 cajas con chapa adicional,Rojo,Melamina,De hogar,7,980,6860,2024-03-29
6941,Casillero de 12 puertas,Negro,Metal,Con espejo,6,2200,13200,2024-05-12
6942,Casillero de cuatro puertas,Azul,Melamina,Sin chapa,10,1550,15500,2024-01-11
6943,Casillero de cuatro puertas,Gris,Metal,Sin espejo,7,1550,10850,2024-04-03
6944,Silla estática,Blanco,Melamina,Con brazos,10,140,1400,2024-02-21
6945,Casillero de cuatro puertas,Rojo,Melamina,Con espejo,4,1550,6200,2024-04-20
6946,Archivador de Chapas Individuales,Negro,Metal,Sin agregado,3,1400,4200,2024-03-04
6947,Estante para farmacia de dos cuerpos,Blanco,Metal,Con puertas,5,3550,17750,2024-02-04
6948,Silla mesedora,Negro,Melamina,Con brazos,7,500,3500,2024-03-28
6949,Vitrina para farmacia,Rojo,Metal,De madera,1,1100,1100,2024-04-12
6950,Estante para archivos con bandejas,Rojo,Melamina,Con puertas,3,2350,7050,2024-05-26
6951,Vitrina para farmacia,Gris,Metal,De vidrio,1,1100,1100,2024-04-30
6952,Casillero de 15 puertas,Azul,Melamina,Sin espejo,7,2290,16030,2024-01-12
6953,Gabetero de 3 cajas,Azul,Metal,Sin cerradura,4,1250,5000,2024-03-24
6954,Casillero de 2 puertas,Negro,Metal,Con chapa,9,980,8820,2024-05-02
6955,Casillero de 15 puertas,Blanco,Melamina,Con chapa,7,2290,16030,2024-03-23
6956,Casillero de 1 cuerpo y 4 puertas,Azul,Melamina,Con chapa,9,980,8820,2024-01-16
6957,Casillero de 15 puertas,Blanco,Metal,Sin espejo,10,2290,22900,2024-03-14
6958,Silla de peluquería,Gris,Metal,Sin brazos,6,210,1260,2024-05-21
6959,Estanteria tipo vitrin,Azul,Melamina,Con puertas,8,650,5200,2024-05-17
6960,Casillero de 12 puertas,Negro,Melamina,Con espejo,5,2200,11000,2024-03-17
6961,Silla giratoria,Gris,Metal,No acolchonada,9,990,8910,2024-05-18
6962,Casillero de 1 cuerpo y tres puertas,Gris,Metal,Con espejo,2,950,1900,2024-02-06
6963,Estante para farmacia,Azul,Melamina,Sin puertas,8,3500,28000,2024-02-02
6964,Camilla de examen,Azul,Melamina,Con espaldar movible,2,1250,2500,2024-04-25
6965,Silla estática,Blanco,Melamina,Con brazos,5,140,700,2024-01-21
6966,Camilla tipo escritorio,Azul,Melamina,Con espaldar movible,3,2750,8250,2024-01-10
6967,Casillero de 9 puertas,Azul,Melamina,Sin chapa,6,1850,11100,2024-03-30
6968,Gabetero de 4 cajas,Negro,Metal,Con cerradura,7,1380,9660,2024-03-14
6969,Silla estática con brazo,Negro,Melamina,No acolchonada,10,320,3200,2024-05-23
6970,Archivador de Chapas Individuales,Gris,Melamina,Sin agregado,1,1400,1400,2024-02-14
6971,Estante de puertas corredizas,Rojo,Melamina,Sin puertas,10,1750,17500,2024-05-18
6972,Credenza,Gris,Metal,Sin agregado,1,2100,2100,2024-04-17
6973,Velador clínico,Azul,Metal,Sin agregado,2,650,1300,2024-05-08
6974,Ropero casillero,Blanco,Melamina,Sin agregado,3,2500,7500,2024-04-04
6975,Estante Archivador,Gris,Metal,De pie,10,1250,12500,2024-02-08
6976,Casillero de 9 puertas,Negro,Metal,Sin chapa,6,1850,11100,2024-02-04
6977,Casillero de 9 puertas,Blanco,Melamina,Con chapa,9,1850,16650,2024-02-12
6978,Estanteria tipo vitrin,Blanco,Metal,De pie,7,650,4550,2024-04-11
6979,Estante para farmacia,Gris,Metal,De pared,4,3500,14000,2024-05-28
6980,Silla mesedora,Blanco,Melamina,Con brazos,5,500,2500,2024-04-11
6981,Silla de peluquería,Blanco,Metal,No acolchonada,9,210,1890,2024-01-17
6982,Camilla tipo escritorio,Rojo,Metal,Con barillas,2,2750,5500,2024-02-12
6983,Gabetero de 4 cajas,Negro,Metal,Con cerradura,10,1380,13800,2024-03-22
6984,Casillero de 9 puertas,Azul,Metal,Sin chapa,2,1850,3700,2024-05-22
6985,Estante Archivador,Negro,Metal,De pie,10,1250,12500,2024-03-31
6986,Vitrina para farmacia,Azul,Metal,De madera,1,1100,1100,2024-05-29
6987,Silla estática,Negro,Metal,Acolchonada,8,140,1120,2024-04-08
6988,Casillero de dos puertas,Azul,Melamina,Sin espejo,7,1850,12950,2024-02-11
6989,Gabinete de dos cuerpos,Azul,Melamina,Sin agregado,3,1850,5550,2024-01-16
6990,Lámpara de cuello ganzo,Blanco,Melamina,Sin agregado,1,550,550,2024-05-27
6991,Gabinete de dos cuerpos,Blanco,Metal,Sin agregado,3,1850,5550,2024-03-09
6992,Camilla tipo escritorio,Gris,Melamina,Fija,2,2750,5500,2024-01-24
6993,Casillero de 12 puertas,Negro,Metal,Con chapa,7,2200,15400,2024-04-21
6994,Silla estática,Azul,Melamina,Sin brazos,3,140,420,2024-03-07
6995,Casillero de 2 puertas,Negro,Metal,Sin chapa,9,980,8820,2024-03-24
6996,Casillero de 12 puertas,Blanco,Metal,Con chapa,6,2200,13200,2024-05-23
6997,Casillero de 6 puertas,Negro,Melamina,Con chapa,7,1750,12250,2024-05-14
6998,Archivador de Chapas Individuales,Rojo,Melamina,Sin agregado,1,1400,1400,2024-03-24
6999,Silla de espera,Blanco,Melamina,No acolchonada,6,950,5700,2024-05-12
7000,Casillero de 9 puertas,Negro,Metal,Sin espejo,3,1850,5550,2024-03-21
7001,Casillero de 20 puertas,Azul,Metal,Con chapa,9,2800,25200,2024-05-13
7002,Silla giratoria,Negro,Metal,No acolchonada,8,990,7920,2024-02-24
7003,Casillero de 20 puertas,Rojo,Melamina,Sin espejo,10,2800,28000,2024-01-10
7004,Casillero de 20 puertas,Azul,Melamina,Con espejo,10,2800,28000,2024-05-03
7005,Estante para farmacia,Gris,Metal,De pared,7,3500,24500,2024-05-27
7006,Biombo,Gris,Melamina,Sin agregado,2,450,900,2024-05-14
7007,Gabetero de 2 cajas con chapa adicional,Blanco,Metal,De hogar,9,980,8820,2024-04-26
7008,Gabetero de 3 cajas,Rojo,Melamina,De hogar,9,1250,11250,2024-02-28
7009,Silla de espera,Negro,Metal,Con brazos,10,950,9500,2024-03-29
7010,Gabetero de 4 cajas,Azul,Metal,Sin cerradura,10,1380,13800,2024-04-22
7011,Estante para farmacia de dos cuerpos,Blanco,Metal,De pie,7,3550,24850,2024-05-22
7012,Silla giratoria,Rojo,Melamina,Sin brazos,10,990,9900,2024-05-09
7013,Silla de espera,Azul,Metal,Sin brazos,7,950,6650,2024-04-06
7014,Estante para farmacia,Rojo,Metal,Con puertas,9,3500,31500,2024-05-19
7015,Vitrina para farmacia,Gris,Metal,Sin iluminación,1,1100,1100,2024-04-29
7016,Estante mostrador,Negro,Metal,Sin puertas,6,520,3120,2024-05-09
7017,Estante de puertas corredizas,Blanco,Metal,Sin puertas,8,1750,14000,2024-01-14
7018,Silla estática,Azul,Melamina,Acolchonada,5,140,700,2024-02-11
7019,Estante para farmacia,Negro,Melamina,Sin puertas,10,3500,35000,2024-04-19
7020,Casillero de 12 puertas,Negro,Melamina,Sin chapa,8,2200,17600,2024-02-14
7021,Gabetero con chapa independiente,Gris,Melamina,De hogar,4,1750,7000,2024-01-20
7022,Silla de peluquería,Blanco,Melamina,Con brazos,8,210,1680,2024-02-12
7023,Silla de espera,Rojo,Metal,No acolchonada,7,950,6650,2024-02-28
7024,Casillero de cuatro puertas,Negro,Melamina,Con espejo,3,1550,4650,2024-02-21
7025,Silla mesedora,Azul,Metal,Con brazos,10,500,5000,2024-03-24
7026,Alacena con pedestal,Azul,Melamina,Sin agregado,2,1600,3200,2024-05-19
7027,Gabetero de 2 cajas sin chapa,Gris,Melamina,Sin cerradura,8,830,6640,2024-04-10
7028,Mostrador para librería,Rojo,Melamina,Sin agregado,3,900,2700,2024-02-29
7029,Gabetero con chapa independiente,Rojo,Melamina,De hogar,7,1750,12250,2024-02-13
7030,Estante para farmacia de dos cuerpos,Gris,Melamina,De pie,8,3550,28400,2024-03-26
7031,Estante Archivador,Azul,Metal,De pie,9,1250,11250,2024-02-14
7032,Camilla de examen con espaldar movible,Negro,Metal,Con barillas,1,1450,1450,2024-05-30
7033,Casillero de 9 puertas,Gris,Melamina,Con chapa,10,1850,18500,2024-02-11
7034,Alacena con pedestal,Negro,Metal,Sin agregado,3,1600,4800,2024-05-28
7035,Taburete médico,Gris,Metal,Sin agregado,2,630,1260,2024-05-17
7036,Casillero de 6 puertas,Gris,Metal,Sin chapa,2,1750,3500,2024-04-12
7037,Silla giratoria,Azul,Metal,No acolchonada,9,990,8910,2024-05-11
7038,Camilla con Barillas,Gris,Metal,Con espaldar movible,2,1850,3700,2024-02-25
7039,Cocina industrial de dos quemadores,Negro,Metal,Sin agregado,1,1250,1250,2024-02-23
7040,Estante para farmacia,Rojo,Metal,De pie,4,3500,14000,2024-01-10
7041,Camillas para masajes,Negro,Melamina,Con espaldar movible,2,1250,2500,2024-05-30
7042,Gabetero de 2 cajas con chapa adicional,Gris,Metal,De hogar,8,980,7840,2024-02-17
7043,Gabetero con chapa independiente,Rojo,Metal,Sin cerradura,7,1750,12250,2024-05-30
7044,Camilla de ginecología,Gris,Metal,Sin barillas,1,1850,1850,2024-05-28
7045,Casillero de 15 puertas,Gris,Metal,Con espejo,8,2290,18320,2024-02-16
7046,Silla mesedora,Rojo,Metal,Con brazos,6,500,3000,2024-03-30
7047,Gabetero de 2 cajas con chapa adicional,Blanco,Metal,Con cerradura,8,980,7840,2024-04-01
7048,Vitrina para farmacia,Blanco,Metal,De madera,3,1100,3300,2024-02-20
7049,Estante Archivador,Negro,Melamina,Con puertas,5,1250,6250,2024-05-02
7050,Estante para farmacia,Rojo,Metal,De pie,6,3500,21000,2024-04-24
7051,Vitrina doble chapa,Rojo,Melamina,Sin iluminación,3,1350,4050,2024-03-17
7052,Estanteria tipo vitrin,Gris,Metal,Sin puertas,3,650,1950,2024-01-21
7053,Silla mesedora,Rojo,Melamina,No acolchonada,10,500,5000,2024-04-13
7054,Archivador de Chapas Individuales,Rojo,Melamina,Sin agregado,3,1400,4200,2024-04-17
7055,Estante para farmacia de dos cuerpos,Azul,Melamina,De pared,7,3550,24850,2024-04-14
7056,Mesa de trabajo,Gris,Melamina,Cuadrada,2,1500,3000,2024-01-19
7057,Silla estática con brazo,Rojo,Melamina,No acolchonada,10,320,3200,2024-02-12
7058,Estante para archivos con bandejas,Gris,Metal,Con puertas,7,2350,16450,2024-02-26
7059,Armario de dos cuerpos,Rojo,Melamina,De madera,1,1850,1850,2024-05-06
7060,Estante para farmacia,Negro,Melamina,De pared,8,3500,28000,2024-05-24
7061,Silla giratoria,Negro,Metal,No acolchonada,10,990,9900,2024-02-06
7062,Casillero de 2 puertas,Azul,Melamina,Sin chapa,6,980,5880,2024-04-27
7063,Silla giratoria,Negro,Melamina,Sin brazos,1,990,990,2024-02-12
7064,Archivador de Chapas Individuales,Azul,Melamina,Sin agregado,2,1400,2800,2024-05-14
7065,Lámpara de cuello ganzo,Gris,Metal,Sin agregado,1,550,550,2024-04-26
7066,Silla de espera,Blanco,Melamina,Con brazos,5,950,4750,2024-05-09
7067,Gabetero de 4 cajas,Negro,Melamina,De hogar,8,1380,11040,2024-05-15
7068,Silla de espera,Negro,Metal,Sin brazos,8,950,7600,2024-04-01
7069,Silla estática,Rojo,Melamina,No acolchonada,10,140,1400,2024-05-30
7070,Mostrador para librería,Rojo,Metal,Sin agregado,3,900,2700,2024-01-23
7071,Gabetero de 2 cajas sin chapa,Negro,Melamina,Con cerradura,5,830,4150,2024-03-19
7072,Vitrina para farmacia,Negro,Metal,Con iluminación,1,1100,1100,2024-03-14
7073,Estante Archivador,Blanco,Metal,De pared,8,1250,10000,2024-04-28
7074,Casillero de cuatro puertas,Rojo,Melamina,Con espejo,8,1550,12400,2024-05-23
7075,Estante mostrador,Gris,Melamina,Sin puertas,10,520,5200,2024-03-10
7076,Silla estática,Azul,Metal,No acolchonada,10,140,1400,2024-05-03
7077,Casillero de cuatro puertas,Negro,Metal,Con espejo,7,1550,10850,2024-03-28
7078,Gabetero de 2 cajas sin chapa,Blanco,Melamina,De hogar,7,830,5810,2024-05-18
7079,Casillero de 15 puertas,Azul,Melamina,Sin chapa,2,2290,4580,2024-01-13
7080,Estante Archivador,Negro,Metal,Con puertas,6,1250,7500,2024-01-23
7081,Casillero de 9 puertas,Negro,Metal,Con espejo,9,1850,16650,2024-01-16
7082,Gabetero de 2 cajas sin chapa,Blanco,Metal,Sin cerradura,10,830,8300,2024-04-28
7083,Estante para farmacia,Negro,Metal,Sin puertas,8,3500,28000,2024-04-28
7084,Gabetero con chapa independiente,Rojo,Metal,De hogar,6,1750,10500,2024-03-07
7085,Silla de peluquería,Negro,Melamina,No acolchonada,10,210,2100,2024-01-24
7086,Estante mostrador,Gris,Melamina,Sin puertas,9,520,4680,2024-02-01
7087,Casillero de 15 puertas,Gris,Melamina,Con chapa,2,2290,4580,2024-02-23
7088,Silla estática,Gris,Metal,Acolchonada,8,140,1120,2024-03-20
7089,Silla de espera,Azul,Melamina,No acolchonada,8,950,7600,2024-05-19
7090,Silla mesedora,Rojo,Metal,Con brazos,6,500,3000,2024-05-12
7091,Camilla de examen con espaldar movible,Rojo,Metal,Con espaldar movible,3,1450,4350,2024-03-08
7092,Estanteria tipo vitrin,Azul,Metal,Sin puertas,7,650,4550,2024-01-22
7093,Archivador de Chapas Individuales,Gris,Melamina,Sin agregado,1,1400,1400,2024-05-19
7094,Casillero de 1 cuerpo y 4 puertas,Rojo,Melamina,Sin chapa,8,980,7840,2024-03-05
7095,Casillero de 6 puertas,Negro,Melamina,Con chapa,10,1750,17500,2024-02-09
7096,Vitrina para farmacia,Negro,Metal,De madera,2,1100,2200,2024-03-02
7097,Cocina industrial de dos quemadores,Gris,Metal,Sin agregado,1,1250,1250,2024-04-01
7098,Gabetero de 4 cajas,Rojo,Melamina,Sin cerradura,4,1380,5520,2024-01-26
7099,Gabetero de 3 cajas,Rojo,Metal,Sin cerradura,9,1250,11250,2024-05-25
7100,Gabetero de 5 cajas,Azul,Melamina,Sin cerradura,10,1600,16000,2024-02-26
7101,Casillero de 20 puertas,Gris,Melamina,Sin chapa,8,2800,22400,2024-03-28
7102,Silla mesedora,Gris,Melamina,Sin brazos,6,500,3000,2024-03-29
7103,Casillero de 2 puertas,Blanco,Metal,Sin espejo,9,980,8820,2024-01-15
7104,Estante para farmacia de dos cuerpos,Rojo,Metal,Sin puertas,8,3550,28400,2024-04-29
7105,Estante para farmacia,Azul,Metal,De pie,7,3500,24500,2024-03-01
7106,Casillero de cuatro puertas,Gris,Metal,Sin chapa,1,1550,1550,2024-02-16
7107,Gabetero de 2 cajas sin chapa,Gris,Metal,De oficina,2,830,1660,2024-01-18
7108,Estante para farmacia de dos cuerpos,Blanco,Melamina,De pie,8,3550,28400,2024-01-15
7109,Archivador de Chapas Individuales,Rojo,Melamina,Sin agregado,1,1400,1400,2024-03-06
7110,Horno domestico,Blanco,Melamina,Sin ventilador,1,1350,1350,2024-03-15
7111,Gabetero de 5 cajas,Blanco,Melamina,Con cerradura,3,1600,4800,2024-04-12
7112,Casillero de 2 puertas,Rojo,Metal,Sin espejo,8,980,7840,2024-05-02
7113,Pedestal porta sueros,Negro,Metal,Sin agregado,1,410,410,2024-01-31
7114,Silla de espera,Blanco,Melamina,Con brazos,8,950,7600,2024-03-30
7115,Gabetero de 2 cajas con chapa adicional,Gris,Metal,De hogar,8,980,7840,2024-03-15
7116,Casillero de 1 cuerpo y 4 puertas,Negro,Melamina,Con espejo,2,980,1960,2024-03-18
7117,Casillero de 9 puertas,Gris,Metal,Con chapa,10,1850,18500,2024-04-27
7118,Estante para farmacia,Negro,Metal,De pie,10,3500,35000,2024-04-04
7119,Casillero de 2 puertas,Gris,Metal,Sin espejo,2,980,1960,2024-03-01
7120,Estante para farmacia de dos cuerpos,Negro,Metal,De pared,6,3550,21300,2024-03-09
7121,Vitrina para farmacia,Negro,Melamina,De vidrio,1,1100,1100,2024-04-14
7122,Pedestal porta sueros,Blanco,Melamina,Sin agregado,3,410,1230,2024-02-24
7123,Silla mesedora,Azul,Melamina,No acolchonada,6,500,3000,2024-04-14
7124,Silla de espera,Negro,Melamina,Acolchonada,6,950,5700,2024-04-02
7125,Camillas para masajes,Gris,Melamina,Con espaldar movible,3,1250,3750,2024-05-06
7126,Estante Archivador,Gris,Melamina,Con puertas,7,1250,8750,2024-05-23
7127,Gabetero de 2 cajas sin chapa,Rojo,Melamina,Con cerradura,9,830,7470,2024-02-07
7128,Estante Archivador,Blanco,Metal,De pared,6,1250,7500,2024-02-08
7129,Casillero de 9 puertas,Negro,Metal,Con espejo,10,1850,18500,2024-05-29
7130,Casillero de 15 puertas,Rojo,Metal,Sin espejo,7,2290,16030,2024-02-20
7131,Gabetero de 2 cajas sin chapa,Blanco,Melamina,De oficina,8,830,6640,2024-01-18
7132,Estante de puertas corredizas,Azul,Melamina,Sin puertas,8,1750,14000,2024-03-16
7133,Estante para farmacia de dos cuerpos,Azul,Melamina,Con puertas,8,3550,28400,2024-01-30
7134,Silla estática con brazo,Rojo,Metal,Acolchonada,8,320,2560,2024-04-13
7135,Gabetero de 2 cajas sin chapa,Azul,Metal,Sin cerradura,4,830,3320,2024-05-11
7136,Silla estática con brazo,Azul,Melamina,Con brazos,9,320,2880,2024-05-21
7137,Estante para farmacia,Rojo,Melamina,De pared,6,3500,21000,2024-05-16
7138,Casillero de 1 cuerpo y 4 puertas,Gris,Melamina,Sin espejo,6,980,5880,2024-05-01
7139,Casillero de 12 puertas,Blanco,Melamina,Con espejo,2,2200,4400,2024-04-07
7140,Silla estática,Gris,Melamina,Acolchonada,9,140,1260,2024-02-04
7141,Camilla de examen,Gris,Metal,Con espaldar movible,3,1250,3750,2024-02-26
7142,Armario de dos cuerpos,Negro,Melamina,De madera,1,1850,1850,2024-03-14
7143,Gabetero de 5 cajas,Negro,Melamina,Sin cerradura,6,1600,9600,2024-04-13
7144,Casillero de 12 puertas,Rojo,Metal,Con espejo,8,2200,17600,2024-02-28
7145,Gabetero de 4 cajas,Negro,Melamina,Sin cerradura,8,1380,11040,2024-01-30
7146,Camillas para masajes,Gris,Metal,Con barillas,1,1250,1250,2024-05-09
7147,Silla giratoria,Negro,Metal,Sin brazos,9,990,8910,2024-03-23
7148,Horno hogareño,Gris,Melamina,Con ventilador,3,1250,3750,2024-02-03
7149,Archivador de Chapas Individuales,Negro,Melamina,Sin agregado,1,1400,1400,2024-05-26
7150,Silla estática,Azul,Melamina,No acolchonada,4,140,560,2024-03-11
7151,Estante para farmacia,Blanco,Metal,De pie,9,3500,31500,2024-04-18
7152,Lámpara de cuello ganzo,Rojo,Metal,Sin agregado,1,550,550,2024-02-25
7153,Gabetero de 2 cajas sin chapa,Blanco,Metal,De hogar,6,830,4980,2024-03-29
7154,Estante Archivador,Azul,Metal,De pie,10,1250,12500,2024-02-20
7155,Silla giratoria,Negro,Melamina,Con brazos,8,990,7920,2024-01-13
7156,Estante Archivador,Blanco,Melamina,De pie,9,1250,11250,2024-02-29
